Name,HSE,smiles
NCGC00159330-03,0,n1(C)c(=O)n(C)c2c(c1=O)n(CC1OCCO1)cn2	
NCGC00016479-11,0,n1(C)c(=O)n(C)c2c(c1=O)n(CCO)cn2	
NCGC00018218-10,0,O=C1N(c2ccccc2)N=C(C1)C	
NCGC00016605-08,0,Cn1n(c2ccccc2)c(=O)c(c1C)NC(=O)c1cnccc1	
NCGC00271596-03,0,[C@@H]12[C@@]3(C(=CC(=O)C=C3)C(=C)C[C@H]1[C@H]1[C@](CC2)(C(=O)CC1)C)C	
NCGC00095227-06,0,Oc1ccc2C(=O)c3c(cccc3)C(=O)c2c1O	
NCGC00016255-10,0,c1ccc(N2C(=O)C(CC[S@@](=O)c3ccccc3)C(=O)N2c2ccccc2)cc1	
NCGC00263479-01,0,[C@H]12[C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)C=C3)C)CC[C@@]1([C@@]1(CC2)CCC(=O)O1)C	
NCGC00249920-01,0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCCC1	
NCGC00095135-05,0,c1c(cc2c(c1)[nH]cc2CCN(C)C)CS(=O)(=O)N1CCCC1	
NCGC00160437-03,0,c1(S(=O)(=O)N(CC)CC)ccc(C(=O)O)cc1	
NCGC00016408-09,0,S(=O)(=O)(Nc1ccccn1)c1ccc(N)cc1	
NCGC00160653-03,0,COc1ccc(cc1)S(=O)(=O)Nc1nnc(CC(C)C)s1	
NCGC00262937-01,0,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1	
NCGC00016570-06,0,CNC(C)(C)Cc1ccccc1.S(=O)(=O)(O)O.CNC(C)(C)Cc1ccccc1	
NCGC00163329-03,0,N1([C@@H](c2c(cccc2)Cl)C(=O)OC)Cc2c(CC1)scc2.S(=O)(=O)(O)O	
NCGC00016513-05,0,NC(=N)N1CCc2c(C1)cccc2.S(=O)(=O)(O)O.NC(=N)N1CCc2c(C1)cccc2	
NCGC00178319-06,0,c1(ccc(cc1)S(=O)(=O)C)[C@H]([C@H](NC(=O)C(Cl)Cl)CO)O	
NCGC00182543-02,0,c1(S(=O)(=O)N)c(Cl)cc(O)c(C(=O)Nc2c(C)cccc2C)c1	
NCGC00023654-13,0,N1(C(=O)[C@@H](CS)C)[C@H](C(=O)O)CCC1	
NCGC00164634-02,0,c1(cc(/N=N/c2ccc(cc2)C(=O)NCCC(=O)O)ccc1O)C(=O)O	
NCGC00016344-07,0,C(=O)(O)c1cc(N)ccc1O	
NCGC00095792-03,0,c1(c(c(ccc1)C)O)C(=O)O	
NCGC00160677-02,0,C(#CCN1CCCC1)C(c1ccccc1)(c1ccccc1)O	
NCGC00015897-08,0,c1cc(c(c(c1)C)NC(=O)CN1CCN(CC1)C[C@@H](O)COc1c(cccc1)OC)C	
NCGC00091517-06,0,[C@@H]1(OC(=O)C(=C1O)O)[C@H](CO)O	
NCGC00164555-03,1,c1(cc(c(c(c1)O)O)N(=O)=O)/C=C(/C(=O)N(CC)CC)\C#N	
NCGC00013109-03,0,S1(=O)(=O)OC(c2ccc(cc2)O)(c2ccc(cc2)O)c2c1cccc2	
NCGC00015479-19,0,c1(=O)c2c(cc(cc2O)O)occ1c1ccc(cc1)O	
NCGC00142615-08,0,c1c(c(ccc1[C@@H](O)CNC)O)O	
NCGC00015523-13,0,Oc1ccc(cc1)O	
NCGC00169145-02,0,O1[C@H]([C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O)OCCc1ccc(cc1)O	
NCGC00016360-06,0,Oc1ccc(cc1)OCc1ccccc1	
NCGC00092362-02,0,c12c(CCN([C@@H]3[C@@H]1c1c(CC3)cccc1)C)cc(c(c2)O)Cl	
NCGC00162247-06,0,[C@]123c4c(C[C@H]([C@@H]1CCCC3)N(CC2)CC=C)ccc(c4)O	
NCGC00021222-06,0,[C@]12([C@@](C(=O)CO)(CC[C@H]1[C@H]1[C@@H]([C@@]3(C(=CC(=O)CC3)CC1)C)CC2)O)C	
NCGC00274064-01,0,[C@@]12([C@H]([C@H]3[C@@]([C@@]4(C(=CC(=O)C=C4)CC3)C)([C@H](C2)O)F)C[C@H]([C@@]1(C(=O)CO)OC(=O)CCCC)C)C	
NCGC00179492-03,0,[C@@]12([C@@]3([C@H]([C@H]4[C@@H]([C@@]5(C(=CC(=O)C=C5)[C@H](C4)F)C)[C@H](C3)O)C[C@H]1OC(O2)(C)C)C)C(=O)CO	
NCGC00166000-04,0,c1(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c(I)c1N(C(=O)C)C[C@H](O)CO	
NCGC00164529-04,0,C(=O)(CCCCCCCCCCCCCCCCC)OC[C@H](CO)O	
NCGC00015938-05,0,OC(=O)c1ccc2ccccc2c1O.c1(cc(c(cc1)O)CO)[C@H](CNCCCCCCOCCCCc1ccccc1)O	
NCGC00015323-11,0,[N+](CCCCCCCCCC[N+](C)(C)C)(C)(C)C.[Br-].[Br-]	
NCGC00179456-04,0,C(=O)([C@@](c1ccccc1)(C1CCCC1)O)O[C@@H]1C[N+](CC1)(C)C.[Br-]	
NCGC00015854-10,0,c1ccc2c(c1)C(C(=O)OCC[N+](C)(C(C)C)C(C)C)c1c(O2)cccc1.[Br-]	
NCGC00016239-04,0,c1ccc2c(c1)C(C(=O)OCC[N+](C)(CC)CC)c1c(O2)cccc1.[Br-]	
NCGC00181009-02,0,[Br-].C1[C@H](OC)CC(=C(c2cccs2)c2sccc2)C[N+]1(C)C	
NCGC00164621-02,0,C(C(=O)N)(CC[N+]1(C)CCCCC1)(c1ccccc1)c1ccccc1.[Br-]	
NCGC00261975-01,0,OC(=O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]	
NCGC00262944-01,0,CC[N+]1(CC)CC[C@@H](C1)OC(=O)C(O)(c1ccccc1)c1ccccc1.[Br-]	
NCGC00178896-05,0,c1ccc(C(O)(C(=O)O[C@H]2C[N+](C)(C)CCC2)c2ccccc2)cc1.[Br-]	
NCGC00018203-06,0,C1CC[C@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C[N@@+]1(C)CC.[Br-]	
NCGC00015862-07,0,c1ccc(OC(=O)N(C)C)c[n+]1C.[Br-]	
NCGC00015730-11,0,c1(OC(=O)N(C)C)cccc([N+](C)(C)C)c1.[Br-]	
NCGC00018171-06,0,[Br-].c1ccc(C(O)(C(=O)O[C@H]2[C@H]3CC[N@+](CC3)(C2)C)c2ccccc2)cc1	
NCGC00022697-03,0,C1[C@H](C[C@H]2[C@@H]3O[C@@H]3[C@@H]1[N+]2(C)C)OC(=O)[C@H](CO)c1ccccc1.[Br-]	
NCGC00186628-02,0,C1[C@H](C[C@H]2[C@@H]3O[C@@H]3[C@@H]1[N@@+]2(C)CCCC)OC(=O)[C@H](CO)c1ccccc1.[Br-]	
NCGC00253601-01,0,C(=O)(/C=C/CCCCCCCC)[O-].[Ca+2].C(=O)(/C=C/CCCCCCCC)[O-]	
NCGC00094887-05,0,[Ca+2].C[C@H](C(=O)[O-])c1cc(ccc1)Oc1ccccc1.C[C@H](C(=O)[O-])c1cc(ccc1)Oc1ccccc1	
NCGC00024930-03,0,[Cl-].C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(c(Cl)c(c2C1)Cl)Cl.[Cl-]	
NCGC00015971-05,0,C[N+](C)(CCOC(=O)CCC(=O)OCC[N+](C)(C)C)C.[Cl-].[Cl-]	
NCGC00015150-04,0,C(=O)(O)C[N+](C)(C)C.[Cl-]	
NCGC00015045-09,0,CC(=O)O[C@@H](C)C[N+](C)(C)C.[Cl-]	
NCGC00015245-10,0,C(=O)(O[C@@H](C[N+](C)(C)C)C)N.[Cl-]	
NCGC00018123-07,0,[N+](CCOC(=O)C)(C)(C)C.[Cl-]	
NCGC00015237-07,0,NC(=O)OCC[N+](C)(C)C.[Cl-]	
NCGC00015409-11,0,c1(O)cccc([N+](C)(C)CC)c1.[Cl-]	
NCGC00160378-02,0,c12c(OC[C@@H](C[N+](C(C)C)(C)C)O)cccc1cccc2.[Cl-]	
NCGC00263460-01,0,[n+]1(Cc2c(nc(nc2)CCC)N)c(C)cccc1.[Cl-].Cl	
NCGC00178480-03,0,O1c2c(c(cc3CC[N+]([C@H](Cc4cc(Oc5c(cc6CCN([C@@H](Cc7ccc1cc7)c6c5)C)OC)c(cc4)O)c23)(C)C)OC)O.[Cl-].Cl	
NCGC00024772-02,0,C1N(CCOC1)[n+]1cc(on1)N.[Cl-]	
NCGC00178286-05,0,c1cccc(/C=N/O)[n+]1C.[Cl-]	
NCGC00167438-02,0,[C@H]12[N+]3([C@H](C[C@H](C1)OC(=O)C(c1ccccc1)(c1ccccc1)O)CC2)CCCC3.[Cl-]	
NCGC00159485-06,0,C(=O)(CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-])[O-].[Fe+3].[Na+]	
NCGC00182068-04,0,N1(CCN(CCN(CCN(CC1)CC(=O)[O-])C[C@H](C)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]	
NCGC00182547-02,0,N(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])(CC(=O)NC)CC(=O)[O-].[Gd+3]	
NCGC00015482-07,0,c1ccc(c(c1OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-]	
NCGC00263444-01,0,c12c3c(c(cc1CC[N+]([C@@H]2Cc1cc(c(cc1)OC)Oc1c(cc2c(c1)[C@@H]([N+](CC2)(C)C)Cc1ccc(cc1)O3)OC)(C)C)OC)OC.[I-].[I-]	
NCGC00181356-02,0,[C@]1(OC[C@H](O1)C[N+]1(C)CCCCC1)(c1ccccc1)C1CCCCC1.[I-]	
NCGC00025122-02,0,[I-].c1c(cccc1)/C=C/c1ccc(cc1)OCC[N+](CC)(CC)CC	
NCGC00160376-02,0,C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[I-]	
NCGC00094810-04,0,c1(c(c2c(oc1=O)cccc2)[O-])[C@H](CC(=O)C)c1ccccc1.[K+]	
NCGC00178317-03,0,[Na+].[Na+].[Na+].[O-]C(=O)P(=O)([O-])[O-]	
NCGC00043225-04,0,O[C@H](CC(=O)[O-])C(=O)[O-].[Na+].[Na+]	
NCGC00022858-08,0,[Na+].[Na+].c1(=O)c2c(oc(C(=O)[O-])c1)cccc2OCC(O)COc1c2c(=O)cc(C(=O)[O-])oc2ccc1	
NCGC00015844-10,0,c12[nH]c(/C=c/3\[nH]/c(=C\c4[nH]c(c(c4C)C=C)/C=c/4\[nH]/c(=C\2)/c(c4C)CCC(=O)[O-])/c(c3C)C=C)c(c1CCC(=O)[O-])C.[Na+].[Na+]	
NCGC00274056-01,0,[P@](=O)([C@]([P@](=O)(O)[O-])(O)Cc1cnccc1)([O-])O.[Na+].[Na+]	
NCGC00179380-04,0,[P@](=O)(O)([O-])[C@@]([P@@](=O)(O)[O-])(C)O.[Na+].[Na+]	
NCGC00263961-02,0,[Na+].N12C(=O)[C@H]([C@H]1SCC(=C2C(=O)[O-])CSc1nc(=O)c(nn1C)[O-])NC(=O)/C(=N\OC)/c1nc(sc1)N.[Na+]	
NCGC00022579-05,0,N12[C@@H]([C@@H](C1=O)NC(=O)[C@@H](C(=O)[O-])c1ccccc1)SC([C@@H]2C(=O)[O-])(C)C.[Na+].[Na+]	
NCGC00016759-04,0,[Na+].COc1cc2ccc(cc2cc1)[C@H](C)C(=O)[O-]	
NCGC00022248-04,0,[C@]12([C@@](C(=O)COC(=O)CCC(=O)[O-])(CC[C@H]1[C@H]1[C@@H]([C@@]3(C(=CC(=O)CC3)CC1)C)[C@H](C2)O)O)C.[Na+]	
NCGC00018113-07,0,C(=O)([O-])CCCc1ccccc1.[Na+]	
NCGC00263571-01,0,c12c(c(nn1Cc1ccccc1)OCC(=O)[O-])cccc2.[Na+]	
NCGC00249901-01,0,[O-]C(=O)CSC#N.[Na+]	
NCGC00178318-04,0,C(S(=O)(=O)[O-])CS.[Na+]	
NCGC00178220-05,0,n1(c2ccccc2)c(=O)c(N(CS(=O)(=O)[O-])C)c(n1C)C.[Na+]	
NCGC00274082-01,0,S(=O)(=O)([O-])OCCCCCCCCCCCC.[Na+]	
NCGC00178810-03,0,c1(c(c2c(oc1=O)c(c(O[C@@H]1OC([C@@H]([C@H]([C@H]1O)OC(=O)N)OC)(C)C)cc2)C)[O-])NC(=O)c1cc(c(cc1)O)CC=C(C)C.[Na+]	
NCGC00164568-04,0,c12c(cc(cc1)Cl)nc(cc2)/C=C/c1cc(ccc1)[C@@H](CCc1ccccc1C(C)(C)O)SCC1(CC(=O)[O-])CC1.[Na+]	
NCGC00262925-01,0,[Na+].c1c2c(cc(c1S(=O)(=O)O)C(C)C)CC[C@H]1[C@](CCC[C@]21C)(C)C(=O)[O-]	
NCGC00253597-01,0,CCN(CC)c1ccc(cc1)/C(=C/1\C=CC(=[N+](CC)CC)C=C1)/c1c(ccc(c1)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+]	
NCGC00249898-01,0,Cc1ccc(cc1C)C(=O)C(=O)[O-].[Na+]	
NCGC00094811-06,0,c1(ccc(cc1)Cl)C(=O)c1n(c(cc1C)CC(=O)[O-])C.[Na+]	
NCGC00159518-05,0,c12c(nc([n-]1)[S@](=O)Cc1c(c(ccn1)OCCCOC)C)cccc2.[Na+]	
NCGC00091595-07,0,[Na+].[O-]c1c(cccc1)c1ccccc1	
NCGC00263570-01,0,[Na+].c1(ccc(cc1)S(=O)(=O)Nc1ccccc1C(=O)NCC(=O)[O-])OC(=O)C(C)(C)C	
NCGC00263967-02,0,[C@]([P@](=O)([O-])O)(P(=O)(O)O)(CCCN)O.[Na+]	
NCGC00178815-03,0,[Na+].Cn1c(ccc1C(=O)c1ccc(C)cc1)CC(=O)[O-]	
NCGC00178877-03,0,[Na+].N12[C@@H]([C@@H](C1=O)NC(=O)c1c(OC)cccc1OC)SC([C@@H]2C(=O)[O-])(C)C	
NCGC00094619-06,0,N(=O)(=O)c1ccc([C@@H](O)[C@@H](COC(=O)CCC(=O)[O-])NC(=O)C(Cl)Cl)cc1.[Na+]	
NCGC00178840-05,0,[Na+].[C@H]12SC([C@@H](N1C(=O)[C@H]2NC(=O)c1c(c2ccccc2Cl)noc1C)C(=O)[O-])(C)C	
NCGC00263949-02,0,O=C(N[C@H]1[C@@H]2N(C1=O)[C@@H](C(S2)(C)C)C(=O)[O-])[C@H](NC(=O)N1C(=O)C(=O)N(CC1)CC)c1ccccc1.[Na+]	
NCGC00159472-05,0,c1(c(cc(cc1)N)O)C(=O)[O-].[Na+]	
NCGC00253600-01,0,CNC(=O)c1c(I)c(c(I)c(c1I)C(=O)[O-])NC(=O)C.[Na+]	
NCGC00179599-03,0,N12C(=O)[C@H]([C@H]1SCC(=C2C(=O)[O-])CSc1n(nnn1)C)NC(=O)[C@H](NC(=O)N1C(=O)C(=O)N(CC1)CC)c1ccc(cc1)O.[Na+]	
NCGC00159524-02,0,[S-]C1=NC(=O)[C@@]([C@@H](C)CCC)(CC)C(=O)N1.[Na+]	
NCGC00274079-01,0,C12C(C(=O)NC(=O)N1)NC(=O)[N-]2.[Na+]	
NCGC00249938-01,0,c1(S(=O)(=O)[N-]c2ncccn2)cc(OCCOC)ccc1.[Na+]	
NCGC00163736-04,0,N1/C(=N\N(=O)=O)/N(CC1)Cc1cnc(cc1)Cl	
NCGC00015876-11,0,CN/C(=C\N(=O)=O)/NCCSCc1ccc(CN(C)C)o1	
NCGC00179658-04,0,c1ccc2c(c1)oc(=O)c([C@H](CC(=O)C)c1ccc(N(=O)=O)cc1)c2O	
NCGC00164577-02,0,c1c(N(=O)=O)cc2c(c1)N(C)C(=O)CN=C2c1ccccc1	
NCGC00159358-03,0,c1c(N(=O)=O)cc2c(c1)NC(=O)CN=C2c1ccccc1	
NCGC00261977-01,0,O=N(=O)c1cncn1CCN1CCOCC1	
NCGC00178830-05,0,N(=O)(=O)O[C@H]1[C@@H]2[C@@H]([C@@H](ON(=O)=O)CO2)OC1	
NCGC00249933-01,0,N(=O)(CCCl)(CCCl)C	
NCGC00166106-03,0,[n+]1(cc(C(=O)O)ccc1)[O-]	
NCGC00166237-02,0,c1c(ccc[n+]1[O-])CO	
NCGC00015831-06,0,[C@@H](CC[NH+](C)C)(c1[nH+]cccc1)c1ccccc1.C(=O)(/C=C\C(=O)[O-])[O-]	
NCGC00016283-04,0,S(=O)(=O)([O-])OC.[N+]1(CCC(=C(c2ccccc2)c2ccccc2)CC1)(C)C	
NCGC00253568-01,0,C(=O)(CCCCCCC)[O-].C(=O)(CCCCCCC)[O-].[Zn+2]	
NCGC00016666-06,0,COc1c2CN(C)CCc2cc2c1OCO2.Br	
NCGC00179630-03,0,C(=O)([C@H](c1ccccc1)O)O[C@H]1C[C@@H]2N([C@H](C1)CC2)C.Br	
NCGC00024357-07,0,C1[C@H](C[C@H]2[C@@H]3O[C@@H]3[C@@H]1N2C)OC(=O)[C@H](CO)c1ccccc1.Br	
NCGC00262958-01,0,OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1O)n1cc(/C=C\Br)c(=O)[nH]c1=O	
NCGC00090868-05,0,FC(F)(F)[C@@H](Cl)Br	
NCGC00273564-01,0,Nc1[nH]c(c(Br)c(=O)n1)c1ccccc1	
NCGC00090770-09,0,[C@@H]1(n2c(=O)[nH]c(=O)c(c2)Br)O[C@@H]([C@H](C1)O)CO	
NCGC00164530-03,0,C(=O)(/C=C/c1cc(Br)ccc1)NCC	
NCGC00017259-07,0,[C@]12(c3c4c(cn(c4ccc3)C)C[C@H]1N(C[C@@H](C2)COC(=O)c1cc(Br)cnc1)C)OC	
NCGC00016069-13,0,Brc1c2nccnc2ccc1NC1=NCCN1	
NCGC00248061-02,0,c12c(c(=O)n(c(=O)n1CC(=O)O)Cc1c(cc(cc1)Br)F)ccc(c2)Cl	
NCGC00253596-01,0,[C@](O)(/C=C\Cl)(C#C)CC	
NCGC00160547-02,0,N1(CCCc2ccc(COc3ccccc3)cc2)CCOCC1	
NCGC00319018-01,0,C[C@@H](NCC(C)(C)CN[C@H](C)/C(=N/O)/C)/C(=N/O)/C	
NCGC00025158-02,0,c1ccc2c(c1)C(=C(C2)CCN(C)C)[C@H](C)c1ccccn1.C(=O)(/C=C\C(=O)O)O	
NCGC00166294-03,0,c12c(c(=O)c(cn1C1CC1)C(=O)O)c(c(c(c2F)N1C[C@@H](N[C@@H](C1)C)C)F)N	
NCGC00263659-01,0,[C@@]123[C@H](O3)C(=O)O[C@H]([C@@]2(CC[C@H]2[C@]1(C(=O)C[C@@H]1[C@@]32[C@@H](OC1(C)C)CC(=O)OC3)C)C)c1cocc1	
NCGC00166413-02,0,[C@@H]1(CNc2c(C1)cccc2S(=O)(=O)N[C@H](C(=O)N1[C@H](C[C@@H](CC1)C)C(=O)O)CCCNC(=N)N)C	
NCGC00015496-08,0,[N+](CCCCCC[N+](C)(C)C)(C)(C)C	
NCGC00182546-02,0,C(=O)(OC/C=C(/CCC=C(C)C)\C)CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C	
NCGC00021666-04,0,[C@]123[C@@]4([C@H](N(CC5CC5)CC3)Cc3c1c(O[C@H]2C(=C)CC4)c(cc3)O)O	
NCGC00163160-04,0,Nc1nc2c(CCN(CC2)CC=C)s1	
NCGC00253765-01,0,C1CN(CCN1)c1ccccc1	
NCGC00015884-13,0,C1(=NCCO1)NC(C1CC1)C1CC1	
NCGC00091146-08,0,N1c2c(cccc2)Sc2ccccc12	
NCGC00167539-03,0,[nH]1ccc2c1cccc2	
NCGC00042523-03,0,n1c(sc2c1cccc2)SN1CCOCC1	
NCGC00091238-03,1,n1c(SSc2nc3c(cccc3)s2)sc2c1cccc2	
NCGC00090955-06,0,N(C1CCCCC1)C1CCCCC1	
NCGC00253728-01,0,C1CN2CC[C@H]1CC2	
NCGC00181124-02,0,[C@@H]12[C@@H]3CN4[C@H]([C@H](CN1CCCC2)C3)CCCC4	
NCGC00022680-05,0,CC(=O)[C@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C	
NCGC00021575-05,0,[C@]12([C@@]3([C@H]([C@H]4[C@@]([C@](CC4)(C(=O)C)O)(C[C@@H]3O)C)C[C@@H](C1=CC(=O)C=C2)C)F)C	
NCGC00023100-08,0,[C@]12([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)C[C@@H](CC4)O)C)C(=O)C1)CC[C@@H]2C(=O)C)C	
NCGC00179460-03,0,[C@@]12(C(=CC(=O)CC2)[C@H](C[C@@H]2[C@@H]1[C@H](C[C@]1([C@H]2CC[C@@H]1C(=O)C)C)O)C)C	
NCGC00263545-01,0,[C@@H]12[C@@H]([C@@]3([C@@H](CC2)C[C@](CC3)(C)O)C)CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C	
NCGC00253698-01,0,CC(=O)c1cc2c(s1)cccc2	
NCGC00253729-01,0,[C@H]1(C(=O)OCC1)C(=O)C	
NCGC00262911-01,0,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4C(=O)C)[C@@H]3CC=C2C1	
NCGC00188864-02,0,Fc1ccc2c(c1)onc2C1CCN(CC1)CCCOc1c(cc(cc1)C(=O)C)OC	
NCGC00016853-06,0,COc1cc2ccc(CCC(=O)C)cc2cc1	
NCGC00015801-12,0,n1(CCCCC(=O)C)c(=O)n(C)c2c(c1=O)n(C)cn2	
NCGC00015861-09,0,c12c(c(=O)n(c(=O)n1C)CCCCC(=O)C)n(cn2)CCC	
NCGC00160525-02,0,c1cc(c2ccnc3n2ncc3C#N)cc(N(CC)C(=O)C)c1	
NCGC00160558-02,0,C(=O)(Nc1ccc(cc1)OCCOCCOc1ccc(NC(=O)C)cc1)C	
NCGC00253646-01,0,COc1cc2c(CCNC(=O)C)cccc2cc1	
NCGC00015680-18,0,O=C(C)NCCc1c[nH]c2c1cc(OC)cc2	
NCGC00094576-05,0,CC(=O)NO	
NCGC00263573-01,0,CC(=O)O.NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]1NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCSSC1)Cc1ccc(cc1)O)CC(=O)N)CCCNC(=N)N	
NCGC00249922-01,0,CC(=O)O[C@@H]1C[C@@H]2[C@@H]3CCc4cc(ccc4[C@@H]3CC[C@@]2(C)[C@H]1OC(=O)C)OC(=O)c1ccccc1	
NCGC00160615-03,0,O([C@@]1(COC(=O)C)[C@@H](OC(=O)C)[C@@H]([C@H](O1)COC(=O)C)OC(=O)C)[C@@H]1[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]([C@H](O1)COC(=O)C)OC(=O)C	
NCGC00095255-08,0,c12c(c(c(c(c1C)C)OC(=O)C)C)CC[C@](O2)(CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)C	
NCGC00018274-05,0,CC(=O)Oc1cccc2c1C(=O)c1c(OC(=O)C)cc(cc1C2=O)C(=O)O	
NCGC00021191-09,0,[C@]12([C@@](C(=O)COC(=O)C)(CC[C@H]1[C@H]1[C@@H]([C@@]3(C(=CC(=O)CC3)CC1)C)C(=O)C2)O)C	
NCGC00022662-05,0,[C@@]12([C@H]([C@H]3[C@@]([C@@]4(C(=CC(=O)C=C4)CC3)C)([C@H](C2)O)F)C[C@H]([C@@]1(C(=O)COC(=O)C)O)C)C	
NCGC00179685-03,0,[C@]12([C@@](C(=O)COC(=O)C)(CC[C@H]1[C@H]1[C@@]([C@@]3(C(=CC(=O)C=C3)CC1)C)([C@H](C2)O)F)O)C	
NCGC00021925-03,0,[C@]12([C@@](C(=O)COC(=O)C)(CC[C@H]1[C@H]1[C@@H]([C@@]3(C(=CC(=O)C=C3)CC1)C)[C@H](C2)O)O)C	
NCGC00021277-04,0,[C@]12([C@@](C(=O)COC(=O)C)(CC[C@H]1[C@H]1[C@@H]([C@@]3(C(=CC(=O)CC3)CC1)C)[C@H](C2)O)O)C	
NCGC00022003-06,0,[C@]12([C@@]3([C@H]([C@H]4[C@@]([C@]([C@H](C4)C)(C(=O)COC(=O)C)OC(=O)C)(C[C@@H]3O)C)C[C@@H](C1=CC(=O)C=C2)F)F)C	
NCGC00022043-06,0,[C@@]12([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)CC4)CC3)C)CC2)CC[C@@H]1C(=O)COC(=O)C)C	
NCGC00095133-06,0,c12nc(N)ncc1ncn2CCC(COC(=O)C)COC(=O)C	
NCGC00179511-03,0,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1	
NCGC00160676-02,0,N(CCOC(=O)C(c1ccccc1)(c1ccccc1)C)(CC)CC	
NCGC00182552-02,0,C(=O)([C@@H](NC(=O)OC)C(C)(C)C)NN(C[C@@H]([C@@H](NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)O)Cc1ccc(c2ncccc2)cc1	
NCGC00166153-02,1,[C@H](n1ccnc1)(Oc1ccc(cc1)Cl)C(=O)C(C)(C)C	
NCGC00179290-03,0,N12[C@@H]([C@@H](C1=O)NC(=O)[C@@H](c1ccccc1)N)SC([C@@H]2C(=O)OCOC(=O)C(C)(C)C)(C)C	
NCGC00164624-02,0,c12c(ncn1CCOCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C)c(ncn2)N	
NCGC00166260-03,0,n1(c2c(c(cc(c2)C)C(C)(C)C)O)nc2c(n1)cc(cc2)Cl	
NCGC00253643-01,0,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C=O	
NCGC00253699-01,0,CC(C)(C)c1ccc(cc1)C(=O)CCCCl	
NCGC00159377-04,0,C(c1ccc(O)cc1)(C)(C)C	
NCGC00016777-08,0,c1(c(C(C)(C)C)cc(SC(Sc2cc(c(c(C(C)(C)C)c2)O)C(C)(C)C)(C)C)cc1C(C)(C)C)O	
NCGC00253771-01,0,c1(cccc(c1C)OC[C@H](CNC(C)(C)C)O)C	
NCGC00025200-02,0,c12c(cccc1OC[C@H](CNC(C)(C)C)O)[nH]c(c2)C(=O)OC(C)C	
NCGC00261968-01,0,CC(C)(C)NC[C@@H](O)COc1c(OC[C@H]2CCCO2)cccc1	
NCGC00263654-01,0,c1cc(OC[C@H](CNC(C)(C)C)OC(=O)c2ccccc2)c2c(c1)[nH]c(C)c2	
NCGC00016242-05,0,n1cccc(C(=O)C(C)(C)c2cnccc2)c1	
NCGC00016382-07,0,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1	
NCGC00186658-01,0,C(C)(C)([C@@H](O)C(=O)NCCCO)CO	
NCGC00164515-02,0,C(S(=O)(=O)CC)(S(=O)(=O)CC)(C)C	
NCGC00095606-02,0,C1(=O)[C@@H](CC[C@H](C1)C)C(C)C	
NCGC00016308-06,0,C(C(=O)N)(CC[N+](C)(C(C)C)C(C)C)(c1ccccc1)c1ccccc1	
NCGC00015542-07,0,c1(c(nn2c1cccc2)C(C)C)C(=O)C(C)C	
NCGC00249904-01,0,CC(C)C(=O)Nc1cccc(c1)[C@H]1CN2CCSC2=N1	
NCGC00262957-01,0,CC(C)C(=O)OCc1cccc(c1)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)Cc1ccccc1)C2=O	
NCGC00160445-02,0,N(C(=O)[C@H](Br)C(C)C)C(=O)N	
