Name,ER-LBD,smiles
NCGC00159510-02,0,Clc1cccc(c1Cl)N1CCN(CCCCOc2ccc3CCC(=O)Nc3c2)CC1	
NCGC00160507-01,0,[C@@]12([C@@]([C@@H](C3=CC(=O)OC3)[C@H](C2)O)(CC[C@@H]2[C@@]3([C@H](C[C@@H](O[C@@H]4O[C@@H]([C@H]([C@H](C4)O)O[C@@H]4O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)[C@H](C5)OC(=O)C)C)[C@H](C4)O)C)C)CC3)CC[C@@H]12)C)C)O	
NCGC00257718-01,1,c1(O)c(cccc1)CCCCCCCCCCCC	
NCGC00163507-01,0,C(CCCCCCC)Oc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](CC)(C)CC)cc1.[Br-]	
NCGC00017089-01,0,[Na+].[C@H]1(O[C@@](CC1)([C@@H]1O[C@H](C[C@@H]1C)[C@H]1O[C@@]([C@@H](C[C@@H]1C)C)(O)CO)CC)[C@]1(O[C@@]2(CC1)O[C@H]([C@@H](C)[C@H]([C@@H](C(=O)[O-])C)OC)[C@H](C)[C@H](C2)O)C	
NCGC00182049-01,0,N(=O)(=O)c1ccc(Oc2ccc(N=C=S)cc2)cc1	
NCGC00161326-04,0,[C@@]12([C@H](/C(=C/C=C/3\C(=C)CC[C@@H](C3)O)/CCC2)CC[C@@H]1[C@@H](CCCC(O)(C)C)C)C	
NCGC00229513-01,1,C1C(=O)N[C@@H](C(=O)N[C@@H]2CSSCC/C=C/[C@H]1OC(=O)[C@H](NC(=O)/C(=C/C)/NC2=O)C(C)C)C(C)C	
NCGC00183008-01,0,n12c([C@@H](N=C(c3c1sc(c3)CCc1ccc(cc1)CC(C)C)c1c(cccc1)Cl)C)nnc2C	
NCGC00183024-01,1,n1(c(c(c2c1ccc(c2)OC)CC(=O)OCCN1CCN(CC1)CCCOC(=O)CC[C@H](C(=O)N(CCC)CCC)NC(=O)c1ccccc1)C)C(=O)c1ccc(cc1)Cl	
NCGC00247733-01,0,[C@@]123[C@@]45[C@H](N(CC6CC6)CC3)Cc3c2c(O[C@H]1[C@]([C@H](C4)[C@@](C(C)(C)C)(O)C)(CC5)OC)c(cc3)O.Cl	
NCGC00254174-01,0,c1c(ccc(c1)C(=O)OCC)[C@@H]1CC[C@H](CC1)NC[C@@H](COc1cc(c(cc1)O)NS(=O)(=O)C)O.Cl	
NCGC00260200-01,0,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	
NCGC00015436-07,0,c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1c(S2)ccc(C(F)(F)F)c1	
NCGC00183877-01,0,C1[C@@H]([C@@H]([C@H]([C@@H]1O)CCC(=O)CCCCCCC)C/C=C\CCCC(=O)OC(C)C)O	
NCGC00254659-01,1,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1	
NCGC00168787-01,1,[C@]12([C@H]([C@H]3[C@@H]([C@@H]4C(=C/C(=N/O)/CC4)CC3)CC1)CC[C@@]2(O)C#C)CC	
NCGC00259413-01,0,C(=O)(OCC#CI)NCCCC	
NCGC00257296-01,0,C(=O)(O)Cc1ccccc1COc1ccc2oc(cc2c1)c1scc(n1)C(C)(C)C	
NCGC00254129-01,1,CCc1cc(SCc2sc(nc2CN2CCN(CC2)c2ccc(OC)cc2)c2ccc(cc2)C(F)(F)F)ccc1OCC(=O)O	
NCGC00095172-01,0,[C@@]123C(=CC(=O)O3)C=C[C@@H](N3[C@@H]1CCCC3)C2	
NCGC00254946-01,0,C1([C@@H]([C@H]1C(=O)O[C@@H]1C(=C(C(=O)C1)CC=C)C)C=C(C)C)(C)C	
NCGC00254467-01,0,[nH]1sc2c(c1=O)cccc2	
NCGC00016389-01,0,CCCC[C@@H]1C(=O)N(N(C1=O)c1ccc(O)cc1)c1ccccc1	
NCGC00256048-01,0,C(=O)(C=C)OC[C@H](COc1ccccc1)O	
NCGC00095071-01,0,[C@@]12([C@@]3([C@H]([C@H]4[C@@]([C@@]5(C(=CC(=O)C=C5)CC4)C)([C@H](C3)O)F)C[C@H]1OC1(O2)CCCC1)C)C(=O)COC(=O)C	
NCGC00179503-02,0,C(=C(\Cl)/c1ccccc1)(/c1ccc(cc1)OCCN(CC)CC)\c1ccccc1	
NCGC00260378-01,0,[C@H]12c3c(c4c(C1)ccc(c4O)O)cccc3CCN2C.[C@H]12c3c(c4c(C1)ccc(c4O)O)cccc3CCN2C.Cl.Cl	
NCGC00259813-01,0,N1(c2c(Sc3c1cccc3)cccc2)C[C@H](N(C)C)C.Cl	
NCGC00247673-01,0,c1(c(cc(c(c1)OC)CCN)OC)SCCC.Cl	
NCGC00018185-05,0,c1cccc(NC(=O)/C=C/c2ccc(OC)c(OC)c2)c1C(=O)O	
NCGC00258150-01,0,[P-](F)(F)(F)(F)(F)F.[n+]1(cn(cc1)CCCCCCCCCCCC)C	
NCGC00181140-01,0,CO[C@@H](COC(=O)N)C1=C(N2CC2)C(=O)C(=C(N2CC2)C1=O)C	
NCGC00164572-01,0,Cc1c(n(nc1C(=O)NN1CCCCC1)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1	
NCGC00255467-01,0,c1ccc2c(c1)c(c(cc2O)C(=O)O)O	
NCGC00167969-01,0,N(=O)(=O)c1c2cc3Cn4c(=O)c5COC(=O)[C@@](c5cc4c3nc2ccc1)(CC)O	
NCGC00016966-01,0,n1(cncc1)C[C@@H](OCc1csc2c1cccc2Cl)c1c(cc(cc1)Cl)Cl.N(=O)(=O)O	
NCGC00160603-02,0,c1cnccc1/C=C/c1ccccc1	
NCGC00181020-01,0,C1(=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C[C@H](CC1(C)C)O)C)\C)\C)/C)/C)C	
NCGC00160431-01,0,C(=O)(O)c1c(cccc1)Nc1ccc(c(c1)C)Cl	
NCGC00257494-01,0,Nc1c(cc(cc1CC)Cc1cc(c(N)c(c1)CC)CC)CC	
NCGC00259142-01,0,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	
NCGC00015096-12,0,c1(c(oc2c1cccc2)CCCC)C(=O)c1cc(c(c(c1)I)OCCN(CC)CC)I.Cl	
NCGC00254782-01,1,[Hg](Cl)c1ccccc1	
NCGC00257659-01,0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1	
NCGC00254631-01,0,C(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)O	
NCGC00254862-01,0,S(=O)(=O)(N(SC(F)(Cl)Cl)c1ccccc1)N(C)C	
NCGC00163163-01,0,N12[C@@](O[C@](C1=O)(NC(=O)[C@@H]1C[C@H]3[C@H](N(C1)C)Cc1c4c3cccc4[nH]c1)C(C)C)([C@H]1N(C(=O)[C@@H]2Cc2ccccc2)CCC1)O	
NCGC00255619-01,0,c12c(cccc1)cc(c(c2)C(=O)Nc1ccccc1OC)O	
NCGC00255906-01,1,[Sn](c1ccccc1)(c1ccccc1)(c1ccccc1)F	
NCGC00091775-03,0,Oc1c(C)cc(N(=O)=O)cc1N(=O)=O	
NCGC00164367-01,0,[C@]12([C@@H]([C@]3([C@@H](C[C@@H]2O)OC3)OC(=O)C)[C@@H]([C@]2(C(C(=C([C@H](C2)OC(=O)[C@@H]([C@@H](NC(=O)c2ccccc2)c2ccccc2)O)C)[C@H](C1=O)OC(=O)C)(C)C)O)OC(=O)c1ccccc1)C	
NCGC00164600-01,0,[C@@]123[C@@H]4O[C@@H]([C@@H]([C@@H]1CC[C@H]([C@@H]3CC[C@@](O4)(OO2)C)C)C)OC(=O)CCC(=O)O	
NCGC00255420-01,0,c1(c(ccc(c1)c1sc(CSc2ccc(c(c2)C)OCC(=O)O)c(n1)C)C(F)(F)F)F	
NCGC00188444-01,0,P(=O)(O)(O)Oc1c(OC)cc(cc1OC)[C@@H]1c2cc3OCOc3cc2[C@@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)[C@@H]2COC(=O)[C@H]12	
NCGC00260017-01,0,S(=O)(=O)(O)c1c(C)ccc2nc(sc12)c1ccc(N)cc1	
NCGC00025216-01,0,c12c(cc(cc1)O)c(c[nH]2)CCCCN1CCC(=CC1)c1ccccc1	
NCGC00258450-01,0,[C@]12([C@H]([C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](CC4)O)C)C[C@@H]1O)CC[C@@H]2[C@@H](CCC(=O)[O-])C)C.[Na+]	
NCGC00015948-02,0,[C@]12(C(=CC(=O)CC1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]12CCC(=O)O1)C)SC(=O)C)C	
NCGC00258312-01,0,c12c3c4c(c(c1O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@@H](O)[C@H](/C=C/C=C(\C(=O)NC(=C1C3=NC3(N1)CCN(CC3)CC(C)C)C2=O)/C)C)C)O)C)OC(=O)C)C)OC)C	
NCGC00256410-01,1,O=C1C(=C(C(=O)C(=C1Cl)Cl)Cl)Cl	
NCGC00256382-01,0,Clc1cc(c(cc1c1c(cc(c(c1)Cl)N)Cl)Cl)N	
NCGC00256003-01,0,C(SN(S(=O)(=O)N(C)C)c1ccc(cc1)C)(Cl)(Cl)F	
NCGC00254090-01,0,[nH]1cnc2c(c1N[C@@H]1CC[C@H](CC1)OC[C@H](F)c1ccccc1F)cnn2	
NCGC00254442-01,0,Oc1c(cc(cc1[C@H](CC)C)N(=O)=O)N(=O)=O	
NCGC00260077-01,0,C(=O)(CCCCCCC/C=C\CCCCCCCC)N(CCO)CCO	
NCGC00259090-01,0,c12c(C(=O)N(C1=O)SC1CCCCC1)cccc2	
NCGC00255501-01,1,C(=O)(c1ccc(cc1)[Hg]Cl)O	
NCGC00013216-01,0,S[C@H](CS)CO	
NCGC00257620-01,1,O=N(=O)c1ccc2c3c4c(ccc13)cccc4cc2	
NCGC00254988-01,0,S1/C(=N\C(C)(C)C)/N(C(=O)N(C1)c1ccccc1)C(C)C	
NCGC00254179-01,1,C1(=C(CCCC1(C)C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C	
NCGC00260672-01,0,P(=O)(Oc1ccc(cc1)C)(Oc1ccc(cc1)C)Oc1ccc(cc1)C	
NCGC00253977-01,0,Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl	
NCGC00259013-01,0,Oc1c(cc(cc1)N(=O)=O)N(=O)=O	
NCGC00258894-01,0,S(=O)(=O)([C@@H](CC(=O)OC[C@@H](CC)CCCC)C(=O)OC[C@@H](CC)CCCC)[O-].[Na+]	
NCGC00258953-01,0,[C@@H]1(CC[C@H]([C@H](CC[C@H]([C@H](CC[C@H]1Br)Br)Br)Br)Br)Br	
NCGC00229703-01,0,Cl.C1(=NC(=NC(N1c1ccc(cc1)Cl)(C)C)N)N	
NCGC00256521-01,0,Oc1c(Cl)c(Cl)c(Cl)cc1Cl	
NCGC00255247-01,0,c12c(C(=O)C(C1=O)C(=O)[C@H](c1ccccc1)c1ccc(cc1)Cl)cccc2	
NCGC00256565-01,1,O=C(CCl)CCl	
NCGC00257406-01,0,C(=O)(c1cc(c(cc1)Nc1ncc2c(N(CC(C(=O)N2C)(F)F)C2CCCC2)n1)OC)NC1CCN(CC1)C	
NCGC00260400-01,1,c1(c(cc(cc1O)O)O)C(=O)CCc1ccc(cc1)O	
NCGC00258353-01,0,C12=CC(=O)[C@H]3[C@]([C@@]1(CC[C@@]1([C@H]2C[C@@](C(=O)O)(CC1)C)C)C)(CC[C@@H]1[C@@]3(CC[C@@H](C1(C)C)O)C)C	
NCGC00188437-01,0,N12[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c2ccccc2)N)SC([C@@H]1C(=O)OCOC(=O)[C@@H]1N2[C@H](S(=O)(=O)C1(C)C)CC2=O)(C)C.c1(ccc(cc1)C)S(=O)(=O)O	
NCGC00257859-01,0,OC(=O)c1c(O)ccc(/N=N/c2ccc(N(=O)=O)cc2)c1	
NCGC00260478-01,0,[Na+].[Na+].c1([O-])c(c2c(cc1I)c(c1c(cccc1)C(=O)[O-])c1cc(I)c(=O)c(c1o2)I)I	
NCGC00181300-01,0,c12c(nc3c(n1C[C@@H]([C@@H]([C@@H](COC(=O)CCC)OC(=O)CCC)OC(=O)CCC)OC(=O)CCC)cc(c(c3)C)C)c(=O)[nH]c(=O)n2	
NCGC00258711-01,1,c12c(C(=O)c3c(C1=O)cccc3OC)c(c1c(c2O)C[C@](C[C@@H]1O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O.Cl	
NCGC00259693-01,0,N(c1ccccc1)c1ccc(N)cc1	
NCGC00254684-01,0,c12c(C(CCC1(C)C)(C)C)ccc(c2)C(=O)Nc1ccc(cc1)C(=O)O	
NCGC00258436-01,0,Cc1cc(=O)oc2c1c(cc(c2)O)O	
NCGC00256444-01,0,O=P(OC[C@H](CBr)Br)(OC[C@H](CBr)Br)OC[C@H](CBr)Br	
NCGC00256308-01,0,C(CCCCCC[C@@H](CCCCCC)C(=O)O)C	
NCGC00259648-01,0,c1(ccc(cc1)C(C)(C)c1ccccc1)Nc1ccc(cc1)C(C)(C)c1ccccc1	
NCGC00254965-01,1,c1(nc(c(cc1Cl)Cl)Cl)OP(=O)(OCC)OCC	
NCGC00255683-01,0,c1(c(ccc(c1)N(=O)=O)Cl)C(=O)Nc1ccccc1	
NCGC00244580-01,0,CC[C@@H](CCCCCCCCC)c1ccc(cc1)S(=O)(=O)O	
NCGC00257747-01,0,CCCCCCCCC[C@H](CC)c1ccc(cc1)S(=O)(=O)[O-].[Na+]	
NCGC00257783-01,0,C=CC(OCC)OCC	
NCGC00258963-01,0,c1(ccc(cc1)C(C)(C)C)C[C@@H](C=O)C	
NCGC00259828-01,0,ClC1(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl	
NCGC00258958-01,0,O=N(=O)c1c2c(ccc1)cccc2	
NCGC00164493-01,0,c1cccc([n+]1[O-])SSc1cccc[n+]1[O-]	
NCGC00255075-01,1,n1cc(cc(c1Nc1c(c(c(cc1N(=O)=O)C(F)(F)F)Cl)N(=O)=O)Cl)C(F)(F)F	
NCGC00256272-01,0,O1[C@H](C1)COc1ccc(cc1)C(c1ccc(cc1)OC[C@@H]1OC1)c1ccc(cc1)OC[C@@H]1OC1	
NCGC00013051-05,0,Oc1ccc(c(c1)C(C)(C)C)O	
NCGC00014485-01,0,N1(c2c(Sc3c1cccc3)ccc(c2)CC)C[C@H](CN(C)C)C.Cl	
NCGC00186467-01,0,N12N(C(=S)N[C@@H]1c1ccc(c(c1)OC)OC)[C@H](NC2=S)c1ccc(c(c1)OC)OC	
NCGC00185743-01,0,c1(C(F)(F)F)c(ccc(NC(=O)Nc2ccc(Cl)cc2)c1)Cl	
NCGC00160448-01,0,c1(C(=O)Nc2ccc(cc2)Br)cc(c(s1)Br)Br	
NCGC00189074-01,0,c1(c(c(c(cc1)F)F)Nc1c(cc(cc1)I)Cl)C(=O)NOCC1CC1	
NCGC00181121-01,0,C(=O)(/C=C\C(=O)O)O.C(=O)(/C=C\C(=O)O)O.N1(c2c(Sc3c1cccc3)ccc(c2)C(=O)CC)CCCN1CCN(CC1)CCO	
NCGC00025247-01,0,c1(cc(c(cc1)O)CO)[C@H](CNCCCCCCOCCCCc1ccccc1)O	
NCGC00255524-01,0,C(=O)(CCl)Nc1ccc(cc1C)Br	
NCGC00182058-03,0,C1C/C(=C\C=C/2\C[C@H](C[C@@H](C2=C)O)O)/[C@H]2[C@](C1)([C@H](CC2)[C@@H](/C=C/[C@@H](C(C)C)C)C)C	
NCGC00161328-03,0,[C@]12([C@H](/C(=C/C=C/3\C(=C)CC[C@@H](C3)O)/CCC1)CC[C@@H]2[C@@H](CC[C@H](C(C)(C)O)O)C)C	
NCGC00256234-01,0,C[C@@H](C#C[C@@H](C)O)O	
NCGC00168257-01,0,c12[C@H]3[C@H](C(Oc1cc(cc2O)CCCCC)(C)C)CCC(=C3)C	
NCGC00247682-01,0,Cl.C[C@H](CC([C@@H](OC(=O)C)CC)(c1ccccc1)c1ccccc1)NC	
NCGC00014483-01,0,c1ccc2c(c1)CCc1c(C2=CCCNC)cccc1.Cl	
NCGC00183657-01,0,[C@H]1(C[C@H](CC=O)[C@@H]([C@H]([C@@H](CC(=O)O[C@@H]([C@H]([C@@H]2[C@](/C=C/C1=O)(O2)C)C)CC)O)C)O[C@H]1[C@@H]([C@H](C[C@H](O1)C)N(C)C)O)C	
NCGC00260472-01,0,N1C(=O)C=CC1=O	
NCGC00166113-01,0,O=C1C(=C1c1ccccc1)c1ccccc1	
NCGC00182044-01,0,c1(=O)n(c(=O)[nH]c(=O)n1C)c1cc(c(cc1)Oc1ccc(cc1)S(=O)(=O)C(F)(F)F)C	
NCGC00163309-01,0,n1(c2c(nc1)c(ncn2)N)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO[P@](=O)(O[P@@](=O)(OP(=O)(O)O)O)O	
NCGC00258102-01,1,C(=O)(c1ccc(cc1)O)OCCCCCCCCC	
NCGC00091325-05,0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O	
NCGC00260149-01,1,S=C(N(CCCC)CCCC)[S-].[S-]C(=S)N(CCCC)CCCC.[Zn+2]	
NCGC00258089-01,1,BrC(Br)(Br)C=O	
NCGC00255784-01,0,[C@]12([C@@](CC[C@H]1[C@H]1[C@@H]([C@@]3(C(=CC(=O)CC3)CC1)C)CC2)(OC(=O)CCCCC)C(=O)C)C	
NCGC00159344-02,1,c12c(C(=O)c3c(C1=O)cccc3O)c(c1c(c2O)C[C@](C[C@@H]1O[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)O)N)(C(=O)C)O)O	
NCGC00167431-01,0,c12c3O[C@@](C2=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc2c(c(c1c(c2/C=N/N1CCN(CC1)C1CCCC1)O)c(c3C)O)O)/C)C)O)C)O)C)OC(=O)C)C)OC)C	
NCGC00160567-01,0,c1(c2c(c(cc1C)OC(=O)C)cccc2)OC(=O)C	
NCGC00167968-01,0,C([C@H](C(=O)NCC(SCC(=O)O[C@@H]1C[C@@]([C@H]([C@@H]([C@@]23[C@H]([C@]1([C@@H](CC3)C)C)C(=O)CC2)C)O)(C)C=C)(C)C)N)(C)C	
NCGC00167435-01,0,C1(=C(NC(=C([C@H]1c1cc(N(=O)=O)ccc1)C(=O)OC)C#N)C)C(=O)OC(C)C	
NCGC00160476-01,0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(cc12)C(F)(F)F	
NCGC00255367-01,0,c1(=O)n(sc(c1Cl)Cl)CCCCCCCC	
NCGC00259678-01,0,N(c1ccc(N=O)cc1)(C)C	
NCGC00015998-04,0,c1ccc2c(c1)/C(=C/CCN1CCN(CC1)C)/c1c(S2)ccc(S(=O)(=O)N(C)C)c1	
NCGC00182555-01,0,C(=O)(CCCN1CCC(n2c(=S)[nH]c3c2cccc3)CC1)c1ccc(F)cc1	
NCGC00254493-01,0,c12c([C@H](CC[C@H]1c1cc(c(cc1)Cl)Cl)NC)cc(cc2)S(=O)(=O)N	
NCGC00253971-01,0,c1c(cc(cc1)CN)C1CCN(CC1)C(=O)c1ccc(o1)C#Cc1c(cccc1)F	
NCGC00183124-01,0,[C@@]12([C@H]([C@H]3[C@H]([C@H](C2)O)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC[C@@]1(C(=O)COC(=O)CCC(=O)O)O)C	
NCGC00255375-01,1,O([C@H](CO[C@@H](CO[C@H](COC(=O)C=C)C)C)C)C(=O)C=C	
NCGC00260538-01,0,O=C(OCCOCCOCCOCCOC(=O)C=C)C=C	
NCGC00164639-01,0,[As]12O[As]3O[As](O1)O[As](O2)O3	
NCGC00164127-03,1,C(c1ccc(cc1)O)(CC(C)(C)C)(C)C	
NCGC00259873-01,1,c1(O)c(cccc1)C(CC(C)(C)C)(C)C	
NCGC00016862-01,0,[C@@]12([C@@]3([C@@H](C[C@H]1O[C@H](O2)CCC)[C@H]1[C@H]([C@H](C3)O)[C@@]2(C(=CC(=O)C=C2)CC1)C)C)C(=O)CO	
NCGC00159508-02,0,[Na+].[Na+].[O-]C(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1c1c2cc(I)c([O-])c(I)c2oc2c1cc(I)c(=O)c2I	
NCGC00257580-01,0,c1(c2c(c3c(c1)c(OC)ccc3)c1c(cc2C(=O)[O-])OCO1)N(=O)=O.[Na+]	
NCGC00181024-01,0,[Na+].[O-]S(=O)(=O)CCCC[N+]1=C(C(c2c1ccc1ccccc21)(C)C)/C=C\C=C/C=C\C=C/1\N(CCCCS(=O)(=O)[O-])c2ccc3ccccc3c2C1(C)C	
NCGC00166248-01,0,S(=O)(=O)(c1c(c(/C(=C/2\C=CC(=[N+](C)C)C=C2)/c2ccc(N(C)C)cc2)c2c(c1)cc(S(=O)(=O)[O-])cc2)O)[O-].[Na+]	
NCGC00257893-01,0,Oc1c(Br)c(Br)c(Br)c(Br)c1Br	
NCGC00256218-01,1,C(COC(=O)C=C)n1c(=O)n(CCOC(=O)C=C)c(=O)n(c1=O)CCOC(=O)C=C	
NCGC00259273-01,0,c12c3c(c4c5c2c(ccc5ccc4)ccc1)cccc3	
NCGC00259341-01,0,[C@]12([C@H]([C@@H]3CCC4=CC(=O)CC[C@@]4([C@H]3CC1)C)CC[C@@H]2C(=O)C)C	
NCGC00183366-01,1,[C@@]12([C@H]([C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC2)CC[C@]1(C#C)OC(=O)C)C	
NCGC00254926-01,0,N1=C(OC[C@H]1c1c(cc(cc1)C(C)(C)C)OCC)c1c(cccc1F)F	
NCGC00073294-02,0,c1(c2c(cc(c1)OC)cccn2)NCCC[C@H](C)N	
NCGC00016926-01,0,[C@]12([C@](C(=O)COC(=O)CC)(OC(=O)OCC)CC[C@H]1[C@H]1[C@@H]([C@@]3(C(=CC(=O)C=C3)CC1)C)[C@H](C2)O)C	
NCGC00256589-01,0,CCCC[Sn](CCCC)(CCCC)CCCC	
NCGC00256629-01,0,Cl.c1(Cl)ccc([C@H](c2ccccc2)N2CCN(CCOCCO)CC2)cc1	
NCGC00254210-01,0,C1CCCN(CC1)C/C=C\c1ccc(c(c1)Cl)c1cccc(c1)OC.Cl	
NCGC00257548-01,0,c12ncccc1ccc1c2nccc1.Cl	
NCGC00254577-01,0,C(=O)(Nc1cc(Cl)ccc1)OCC#CCCl	
NCGC00160480-01,0,N1(c2c(Sc3c1cccc3)cccc2)C[C@H]1CN(CCC1)C	
NCGC00254744-01,0,[C@]12([C@@H]3OC/C/2=C\C=C\[C@@H]([C@H](O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)O[C@H]2C[C@@H]([C@H]([C@@H](O2)C)O)OC)OC)/C(=C/C[C@@H]2C[C@H](OC(=O)[C@@H]1C=C([C@H]3O)C)C[C@]1(O2)O[C@@H]([C@H](C=C1)C)[C@H](CC)C)/C)C)O	
NCGC00254012-01,0,CC(C)(O)c1cnn2c(cnc2n1)c1ccc(F)c(c1)c1c(F)cccc1C#N	
NCGC00016535-01,0,O[C@@H]1CC(=O)[C@H](CCCCCCC(=O)O)[C@H]1/C=C/[C@@H](O)CCCCC	
NCGC00255672-01,0,c12ncccc2cccc1O.C(CC(=O)O)(CC(=O)O)(C(=O)O)O	
NCGC00026132-02,0,O=C(c1cccnc1Nc1c(cccc1C)C)O	
NCGC00160597-01,0,c1(c2c(nc(c1)c1ccccc1)ccc(c2)C)C(=O)OCC	
NCGC00254592-01,0,n1cn(nc1)C[C@@](c1ccc(cc1Cl)Cl)(CCCC)O	
NCGC00257463-01,1,c1(O)ccc(cc1)C(c1ccc(O)cc1)(C(F)(F)F)C(F)(F)F	
NCGC00259520-01,0,C(=S)(N(C)C)[S-].[Na+]	
NCGC00258426-01,0,c1(N(=O)=O)c(c(cc(N(=O)=O)c1)C1CCCCC1)O	
NCGC00258629-01,1,C/C(=C/C=O)/C=C/C=C(/C)\C=C\C1=C(C)CCCC1(C)C	
NCGC00258762-01,1,c1(O)c(cc(cc1C)C(c1cc(c(O)c(c1)C)C)(C)C)C	
NCGC00167965-01,0,C1(=C(C[C@H](CC1(C)C)O)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/[C@H]1C(=C[C@@H](CC1(C)C)O)C)\C)\C)/C)/C	
NCGC00258283-01,1,c1(ccc(cc1)N(=O)=O)OCC	
NCGC00257405-01,0,Cl.c1c2c(ccc1)c(c1n2C(=O)[C@H](CC1)Cc1c([nH]cn1)C)C	
NCGC00255897-01,0,c12c(cccc1)N(c1c(ccc(c1)Cl)CC2)CCCN(C)C.Cl	
NCGC00168256-01,0,O=C1N(c2ccc(cc2C(=NC1)c1ccccc1)Cl)CC1CC1	
NCGC00254842-01,0,N(c1c(cccc1CC)CC)(C(=O)CCl)COCCCC	
NCGC00159435-02,0,C(=O)(/C=C/c1ccc(cc1)OC)OCCC(C)C	
NCGC00159361-02,1,[C@@H]1([C@@H](C[C@@H](CC1)C)OC(=O)c1c(cccc1)N)C(C)C	
NCGC00160369-01,0,O=C1C(=O)c2c(cccn2)c2cccnc12	
NCGC00254576-01,0,n1(nc(oc1=O)C(C)(C)C)c1cc(c(cc1Cl)Cl)OC(C)C	
NCGC00163815-04,0,c1(c(c(N(=O)=O)cc(S(=O)(=O)N)c1)N(CCC)CCC)N(=O)=O	
NCGC00016391-05,0,c1(I)cc(Cl)c2c(c1O)nccc2	
NCGC00258705-01,1,C1(=O)c2c(cc(cc2O)O)/C=C/CCCC(=O)CCC[C@@H](O1)C	
NCGC00254320-01,0,c12c(c(sc1ccc(c2)OC)C(=O)Nc1[n-]nnn1)OC(C)C.[Na+]	
NCGC00257389-01,1,[nH]1c2c(nc(c3c1ccc(c3)N(=O)=O)c1ccccc1Cl)c([nH]n2)C	
NCGC00024584-03,0,C12=C[C@@H](C(=O)N[C@]3(C(=O)N4[C@@](O3)([C@H]3N(C(=O)[C@@H]4CC(C)C)CCC3)O)C(C)C)CN([C@@H]2Cc2c([nH]c3c2c1ccc3)Br)C	
NCGC00160599-01,0,C1CCN(C1)CCN1c2ccccc2Sc2ccccc12	
NCGC00259235-01,0,[C@]12(C(=CC(=O)[C@H]3[C@@H]1C3)C(=C[C@@H]1[C@@H]2CC[C@@]2([C@](CC[C@@H]12)(C(=O)C)OC(=O)C)C)Cl)C	
NCGC00259133-01,0,c1(O)c(cc(cc1C(C)(C)C)CC)C(C)(C)C	
NCGC00260093-01,0,c1(ccc(cc1)C(C)(CC(C)(C)C)C)OCCO	
NCGC00159440-02,0,CN1c2ccc(cc2C(=N[C@@H](C1=O)O)c1ccccc1)Cl	
NCGC00254994-01,0,C(=O)(Nc1cc(ncc1)Cl)Nc1ccccc1	
NCGC00161636-01,0,C\1(=C(\c2c(C(=O)O)cccc2)/c2cc(c(c(c2)I)O)I)/C=C(C(=O)C(=C1)I)I	
NCGC00096015-01,0,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O	
NCGC00242596-01,0,c12c(nc(nc1N)N)ncc(n2)C[C@@H](c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)CC#C	
NCGC00257279-01,1,C(=O)(c1ccc(cc1)O)OCCCCCCC	
NCGC00256728-01,1,C12=CCc3c([C@H]2CC[C@]2([C@H]1CCC2=O)C)ccc(c3)O	
